127.0.0.1 - - [19/Apr/2020:15:44:35 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/jquery.masknumber.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/jquery.masknumber.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/core/jquery.3.2.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/core/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/core/popper.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-ui-1.12.1.custom/jquery-ui.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/plugin/bootstrap-notify/bootstrap-notify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/plugin/chartist/chartist.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-mapael/jquery.mapael.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/plugin/chartist/plugin/chartist-plugin-tooltip.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/plugin/bootstrap-toggle/bootstrap-toggle.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-mapael/maps/world_countries.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/ready.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/plugin/chart-circle/circles.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/js/popper.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/img/resume.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/img/profile.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:34 +0530] "GET /ResumeClassification/theme/assets/img/menu2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:40 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=logout HTTP/1.1" 200 123
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:40 +0530] "GET /ResumeClassification/pages/login.jsp HTTP/1.1" 200 4647
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:46 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:46 +0530] "GET /ResumeClassification/pages/dashboard.jsp HTTP/1.1" 200 6781
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:49:49 +0530] "GET /ResumeClassification/pages/checkResume.jsp HTTP/1.1" 200 9163
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:50:08 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkResume HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:50:08 +0530] "GET /ResumeClassification/pages/checkResume.jsp?score=&id=temp HTTP/1.1" 200 9607
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:50:08 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:50:57 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkResume HTTP/1.1" 500 2474
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:10 +0530] "GET /ResumeClassification/pages/checkResume.jsp?score=&id=temp HTTP/1.1" 200 9607
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:10 +0530] "GET /ResumeClassification/theme/assets/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:10 +0530] "GET /ResumeClassification/theme/assets/css/ready.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:10 +0530] "GET /ResumeClassification/theme/assets/css/demo.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/jquery.masknumber.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/core/jquery.3.2.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/core/popper.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-ui-1.12.1.custom/jquery-ui.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/core/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/jquery.masknumber.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/bootstrap-toggle/bootstrap-toggle.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/chartist/plugin/chartist-plugin-tooltip.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/bootstrap-notify/bootstrap-notify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-mapael/jquery.mapael.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/chartist/chartist.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/popper.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-mapael/maps/world_countries.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/chart-circle/circles.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/ready.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/pages/checkResume.jsp?score=&id=temp HTTP/1.1" 200 9607
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/css/ready.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/css/demo.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/jquery.masknumber.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/jquery.masknumber.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-ui-1.12.1.custom/jquery-ui.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/core/jquery.3.2.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/core/popper.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/core/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/bootstrap-notify/bootstrap-notify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/chartist/chartist.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/chartist/plugin/chartist-plugin-tooltip.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/bootstrap-toggle/bootstrap-toggle.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-mapael/maps/world_countries.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-mapael/jquery.mapael.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/jquery-scrollbar/jquery.scrollbar.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/ready.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/popper.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/js/plugin/chart-circle/circles.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/img/resume.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/img/menu2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:11 +0530] "GET /ResumeClassification/theme/assets/img/profile.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:12 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:44 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkResume HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:44 +0530] "GET /ResumeClassification/pages/checkResume.jsp?score=aws%2Caws+lambda%2Cdocker%2Csql%2Csql%2C&id=temp HTTP/1.1" 200 9637
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:51:44 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 12813
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:52:31 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkResume HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:52:31 +0530] "GET /ResumeClassification/pages/checkResume.jsp?score=&id=temp HTTP/1.1" 200 9607
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:52:31 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:53:29 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkResume HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:53:29 +0530] "GET /ResumeClassification/pages/checkResume.jsp?score=&id=temp HTTP/1.1" 200 9607
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:53:29 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:53:29 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:53:41 +0530] "GET /ResumeClassification/pages/jobRecruite.jsp HTTP/1.1" 200 13484
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:53:44 +0530] "GET /ResumeClassification/pages/searchCandidates.jsp HTTP/1.1" 200 9667
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:54:14 +0530] "GET /ResumeClassification/pages/searchCandidates.jsp HTTP/1.1" 200 9667
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:54:16 +0530] "GET /ResumeClassification/pages/viewJobApplied.jsp HTTP/1.1" 200 7493
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:54:18 +0530] "GET /ResumeClassification/pages/checkResume.jsp HTTP/1.1" 200 9163
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:54:36 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkResume HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:54:36 +0530] "GET /ResumeClassification/pages/checkResume.jsp?score=sql%2Csql%2Cnlp%2Cs3%2Cyolo%2C&id=temp HTTP/1.1" 200 9627
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:54:36 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 17377
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:54:36 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 17377
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:55:02 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkResume HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:55:02 +0530] "GET /ResumeClassification/pages/checkResume.jsp?score=&id=temp HTTP/1.1" 200 9607
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:55:02 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:55:03 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=temp HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:55:28 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=logout HTTP/1.1" 200 123
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:55:28 +0530] "GET /ResumeClassification/pages/login.jsp HTTP/1.1" 200 4647
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:55:52 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:55:52 +0530] "GET /ResumeClassification/pages/dashboard.jsp HTTP/1.1" 200 6954
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:55:58 +0530] "GET /ResumeClassification/pages/uploadResume.jsp HTTP/1.1" 200 14721
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:56:47 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=uploadResume HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:56:48 +0530] "GET /ResumeClassification/pages/viewResume.jsp HTTP/1.1" 200 9518
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:56:48 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=2 HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:56:48 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=2 HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:57:06 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=uploadResume HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:57:06 +0530] "GET /ResumeClassification/pages/viewResume.jsp HTTP/1.1" 200 9518
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:57:06 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=2 HTTP/1.1" 200 17377
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:57:07 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=2 HTTP/1.1" 200 17377
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:57:40 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=uploadResume HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:57:40 +0530] "GET /ResumeClassification/pages/viewResume.jsp HTTP/1.1" 200 9518
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:57:40 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=2 HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:57:40 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=2 HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:58:42 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=uploadResume HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:58:42 +0530] "GET /ResumeClassification/pages/viewResume.jsp HTTP/1.1" 200 9518
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:58:42 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=2 HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:58:43 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=2 HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:58:51 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=logout HTTP/1.1" 200 123
0:0:0:0:0:0:0:1 - - [19/Apr/2020:15:58:51 +0530] "GET /ResumeClassification/pages/login.jsp HTTP/1.1" 200 4647
