127.0.0.1 - - [07/May/2020:15:18:01 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [07/May/2020:15:18:04 +0530] "GET /ResumeClassification/pages/login.jsp HTTP/1.1" 200 4647
0:0:0:0:0:0:0:1 - - [07/May/2020:15:18:05 +0530] "GET /ResumeClassification/theme/assets/css/demo.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/May/2020:15:18:06 +0530] "GET /ResumeClassification/theme/assets/img/resume.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/May/2020:15:18:54 +0530] "GET /ResumeClassification/pages/login.jsp HTTP/1.1" 200 4647
0:0:0:0:0:0:0:1 - - [07/May/2020:15:18:56 +0530] "GET /ResumeClassification/theme/assets/css/bootstrap.min.css HTTP/1.1" 200 144877
0:0:0:0:0:0:0:1 - - [07/May/2020:15:18:57 +0530] "GET /ResumeClassification/theme/assets/css/demo.css HTTP/1.1" 200 1866
0:0:0:0:0:0:0:1 - - [07/May/2020:15:18:57 +0530] "GET /ResumeClassification/theme/assets/css/ready.css HTTP/1.1" 200 113751
0:0:0:0:0:0:0:1 - - [07/May/2020:15:18:58 +0530] "GET /ResumeClassification/theme/assets/js/ready.min.js HTTP/1.1" 200 739
0:0:0:0:0:0:0:1 - - [07/May/2020:15:18:58 +0530] "GET /ResumeClassification/theme/assets/js/jquery.masknumber.min.js HTTP/1.1" 200 911
0:0:0:0:0:0:0:1 - - [07/May/2020:15:19:00 +0530] "GET /ResumeClassification/theme/assets/img/resume.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/May/2020:15:19:02 +0530] "GET /favicon.ico HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:16 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:16 +0530] "GET /ResumeClassification/pages/dashboard.jsp HTTP/1.1" 200 6962
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:16 +0530] "GET /ResumeClassification/theme/assets/css/demo.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:16 +0530] "GET /ResumeClassification/theme/assets/fonts/line-awesome.woff2?v=1.1. HTTP/1.1" 200 45108
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:16 +0530] "GET /ResumeClassification/theme/assets/img/menu2.png HTTP/1.1" 200 3448
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:21 +0530] "GET /ResumeClassification/pages/jobs.jsp HTTP/1.1" 200 9207
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:24 +0530] "GET /ResumeClassification/pages/candidateApliedJob.jsp HTTP/1.1" 200 7721
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:27 +0530] "GET /ResumeClassification/pages/jobRecommendation.jsp HTTP/1.1" 200 7041
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:31 +0530] "GET /ResumeClassification/pages/uploadResume.jsp HTTP/1.1" 200 14824
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:34 +0530] "GET /ResumeClassification/pages/jobs.jsp HTTP/1.1" 200 9207
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:35 +0530] "GET /ResumeClassification/pages/viewResume.jsp HTTP/1.1" 200 9503
0:0:0:0:0:0:0:1 - - [07/May/2020:15:20:37 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=4 HTTP/1.1" 200 13096
0:0:0:0:0:0:0:1 - - [07/May/2020:15:21:57 +0530] "GET /ResumeClassification/pages/uploadResume.jsp HTTP/1.1" 200 14824
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:04 +0530] "GET /ResumeClassification/pages/jobs.jsp HTTP/1.1" 200 9207
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:14 +0530] "GET /ResumeClassification/pages/viewResume.jsp HTTP/1.1" 200 9503
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:14 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=4 HTTP/1.1" 200 13096
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:26 +0530] "GET /ResumeClassification/pages/candidateApliedJob.jsp HTTP/1.1" 200 7721
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:33 +0530] "GET /ResumeClassification/pages/jobRecommendation.jsp HTTP/1.1" 200 7041
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:35 +0530] "GET /ResumeClassification/pages/login.jsp HTTP/1.1" 200 4647
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:44 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:44 +0530] "GET /ResumeClassification/pages/dashboard.jsp HTTP/1.1" 200 6781
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:48 +0530] "GET /ResumeClassification/pages/jobRecruite.jsp HTTP/1.1" 200 13597
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:52 +0530] "GET /ResumeClassification/pages/viewJobApplied.jsp HTTP/1.1" 200 8732
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:52 +0530] "GET /ResumeClassification/theme/assets/img/delete.jpg HTTP/1.1" 404 1090
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:53 +0530] "GET /ResumeClassification/theme/assets/img/delete.jpg HTTP/1.1" 404 1090
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:57 +0530] "GET /ResumeClassification/pages/jobApplied.jsp?jobid=3 HTTP/1.1" 200 11500
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:57 +0530] "GET /ResumeClassification/img.png HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:57 +0530] "GET /ResumeClassification/img.png HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:57 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=4 HTTP/1.1" 200 13096
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:57 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=5 HTTP/1.1" 200 13091
0:0:0:0:0:0:0:1 - - [07/May/2020:15:22:57 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=3 HTTP/1.1" 200 16532
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:19 +0530] "GET /ResumeClassification/pages/viewJobApplied.jsp HTTP/1.1" 200 8732
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:19 +0530] "GET /ResumeClassification/theme/assets/img/delete.jpg HTTP/1.1" 404 1090
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:20 +0530] "GET /ResumeClassification/theme/assets/img/delete.jpg HTTP/1.1" 404 1090
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:24 +0530] "GET /ResumeClassification/pages/searchCandidates.jsp HTTP/1.1" 200 11341
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:30 +0530] "GET /ResumeClassification/pages/jobRecruite.jsp HTTP/1.1" 200 13597
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:30 +0530] "GET /ResumeClassification/pages/jobRecruite.jsp HTTP/1.1" 200 13597
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:32 +0530] "GET /ResumeClassification/pages/viewJobApplied.jsp HTTP/1.1" 200 8732
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:32 +0530] "GET /ResumeClassification/theme/assets/img/delete.jpg HTTP/1.1" 404 1090
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:32 +0530] "GET /ResumeClassification/theme/assets/img/delete.jpg HTTP/1.1" 404 1090
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:35 +0530] "GET /ResumeClassification/pages/jobApplied.jsp?jobid=3 HTTP/1.1" 200 11500
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:35 +0530] "GET /ResumeClassification/img.png HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:36 +0530] "GET /ResumeClassification/img.png HTTP/1.1" 404 1050
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:36 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=3 HTTP/1.1" 200 16532
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:36 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=4 HTTP/1.1" 200 13096
0:0:0:0:0:0:0:1 - - [07/May/2020:15:23:36 +0530] "GET /ResumeClassification/tiles/ajax.jsp?methodId=showImage&pid=5 HTTP/1.1" 200 13091
0:0:0:0:0:0:0:1 - - [07/May/2020:15:24:50 +0530] "GET /ResumeClassification/pages/login.jsp HTTP/1.1" 200 4647
0:0:0:0:0:0:0:1 - - [07/May/2020:15:24:54 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 200 37
0:0:0:0:0:0:0:1 - - [07/May/2020:15:24:54 +0530] "GET /ResumeClassification/pages/dashboard.jsp HTTP/1.1" 200 6954
0:0:0:0:0:0:0:1 - - [07/May/2020:15:24:57 +0530] "GET /ResumeClassification/pages/uploadResume.jsp HTTP/1.1" 200 14825
0:0:0:0:0:0:0:1 - - [07/May/2020:15:26:08 +0530] "POST /ResumeClassification/tiles/ajax.jsp?methodId=uploadResume HTTP/1.1" 302 -
